n 400 e 7940
p 180 382 40.71353576127672
p 290 399 94.87734266628894
p 60 208 64.62271112795247
p 16 280 11.564105050855195
p 310 393 28.73394617971877
p 360 371 14.497943962411426
p 96 275 78.3999154782151
p 79 178 81.08863638333115
p 196 328 15.598589640754101
p 29 344 40.933839493765845
p 83 276 35.54634680511402
p 144 292 8.115427556166406
p 230 348 68.4404530002688
p 42 147 19.89592051190595
p 231 375 8.546622337742146
p 273 376 46.8836124623987
p 218 315 28.172954985849742
p 201 368 27.940138945683998
p 96 199 89.38191905945185
p 2 131 95.24822240718485
p 0 207 44.8930146205972
p 10 62 9.65707157689989
p 76 346 83.54723528913789
p 58 205 44.337547025662445
p 65 259 15.039271495429213
p 82 336 49.529050726111855
p 337 347 26.82759684017755
p 193 372 64.23887843238778
p 108 266 22.980735120951728
p 2 315 61.800669455370524
p 27 188 33.64831362333643
p 29 345 88.47433722212925
p 238 316 75.60416765292752
p 18 57 94.2840130328695
p 172 182 11.12750355080442
p 13 354 41.2754044721533
p 65 117 21.259612812893227
p 172 279 65.29956208096016
p 281 328 23.755615126948307
p 40 182 50.4609510449676
p 153 215 61.828470116977925
p 17 155 98.75466932625797
p 48 78 11.610102227345465
p 37 371 65.23331495932662
p 185 359 27.523566588645107
p 5 52 95.35460602562976
p 53 153 28.65421968093339
p 251 317 1.4840135615661705
p 101 114 28.146000620032243
p 259 385 91.08152353652285
p 6 252 65.9680910844834
p 98 172 15.238841002232691
p 204 225 67.77517758968948
p 98 228 82.63831416832393
p 299 306 46.11819004434824
p 177 179 44.77875728815403
p 154 301 11.881713155827633
p 26 382 97.85720396965249
p 93 117 60.107541951160485
p 267 369 29.578816797697797
p 69 77 59.222056117471574
p 46 385 56.080933749885176
p 49 150 62.528093516350324
p 148 216 27.285658045128255
p 162 269 95.0620244171037
p 210 236 49.452708359879495
p 45 196 30.23747012376192
p 198 283 24.588845444841407
p 143 145 97.67750658161098
p 280 330 94.99893491489523
p 217 329 64.13129175695818
p 43 188 83.05065295654224
p 63 314 22.645632918178567
p 102 254 66.99403791524347
p 160 381 41.55318683904412
p 267 312 58.93330168324257
p 389 394 51.689079473998774
p 5 388 32.32738767556857
p 24 354 98.6964001438812
p 175 208 84.58991176303176
p 86 398 98.66085821055479
p 216 312 15.59969531343841
p 43 95 30.53146674372612
p 180 256 15.740013841893964
p 268 375 97.17938037869702
p 242 380 39.897692844391024
p 26 223 62.61344238473294
p 143 146 97.65841701963669
p 3 85 64.91633752425028
p 116 237 79.08634657690158
p 290 348 25.693500969848035
p 54 317 74.35358153135508
p 24 375 79.62236009130103
p 6 185 36.83515913666243
p 125 347 42.14026251554495
p 28 284 10.10806678229044
p 13 231 48.02328040498165
p 15 72 88.25638058356641
p 108 240 7.067520132108602
p 109 398 90.87192283644218
p 96 369 82.17667700565191
p 318 377 59.81900210655424
p 3 283 82.10261535287222
p 193 315 76.30487094395792
p 312 358 93.72603827536308
p 106 339 23.381941381236903
p 104 294 36.81966838046653
p 0 11 41.59712027021861
p 175 201 75.76220343936856
p 258 361 27.578371655906498
p 282 364 81.61902195541072
p 124 347 69.41126788723432
p 270 356 95.57476724416603
p 3 332 72.88828536641819
p 233 245 78.5536131282742
p 123 128 13.196490956111996
p 23 104 76.14397160339179
p 27 246 36.15310485307373
p 125 277 84.88799451609864
p 192 394 2.6044941005631346
p 3 390 61.7887016225557
p 147 342 48.441933927289114
p 222 255 3.5264616926681045
p 49 312 3.628745983742037
p 218 257 30.373194944068835
p 376 394 34.483721112690404
p 146 334 81.00440886268224
p 60 154 92.21334892913772
p 114 294 23.599087188134575
p 132 388 92.38318073490484
p 2 40 40.72824389752933
p 1 364 99.19407875363895
p 154 281 82.56007414436095
p 33 325 90.75462056764232
p 161 282 40.558798598522046
p 29 169 2.5063774461993154
p 86 245 5.213703190435618
p 191 326 25.616055118025507
p 28 224 53.01068035186382
p 68 235 77.55892257009143
p 112 368 37.467943196592095
p 135 290 61.65768188491066
p 252 397 80.72981543375437
p 28 191 20.07968570064005
p 32 344 42.642322433863676
p 22 367 4.268499925410095
p 75 394 70.35122621528572
p 156 181 87.30404944104475
p 0 159 14.15280941868989
p 10 310 67.68509944249985
p 280 364 55.73288273745165
p 186 384 53.196437580565785
p 78 148 4.707160269955464
p 162 350 74.61077003134538
p 1 177 25.40486115758102
p 21 298 2.3301211105101345
p 373 379 8.377636897683335
p 114 162 51.732242437421974
p 167 382 89.66484510669171
p 241 330 7.175531788048596
p 92 386 29.61540382220428
p 141 221 58.11548751652152
p 93 235 85.82162101749189
p 131 299 45.723917142413136
p 258 334 12.474046140305674
p 336 382 99.52732127684055
p 110 131 64.81654131729384
p 63 351 39.81801364382544
p 33 89 72.92114536302348
p 82 121 57.39617326397184
p 220 297 76.56580823402027
p 271 277 82.66024968022694
p 26 51 4.9657257925842755
p 220 364 20.780938840665037
p 319 327 68.75024604312654
p 174 322 89.78017122433333
p 161 283 65.38524849087263
p 33 73 37.61579656077222
p 37 172 34.37384104171537
p 172 385 37.629804096330794
p 29 54 42.31523442709137
p 62 150 70.14174874478904
p 42 364 15.897098246028051
p 117 225 83.35711994916166
p 27 309 69.34555423098354
p 42 300 62.837384170642274
p 288 307 44.654011899286225
p 50 307 72.81896828288491
p 177 210 38.03202771635992
p 146 234 77.0078451386733
p 11 60 2.8109199099377555
p 10 228 7.339079267219875
p 50 102 20.454393179581754
p 78 143 88.43284762134832
p 91 173 98.50677711080418
p 91 241 42.529020552384495
p 251 257 3.397661433813591
p 47 86 89.94281362747722
p 166 343 14.64737166643026
p 25 61 87.89743137862536
p 10 217 4.625717522911625
p 273 368 42.94160306761447
p 182 183 83.71311709104782
p 78 84 21.142596554819548
p 141 275 92.82514607836067
p 52 143 85.0806523853871
p 50 70 2.1899514987592896
p 194 198 98.97898256528086
p 18 356 70.7309449523715
p 165 366 45.29058700270081
p 123 307 29.286902788761033
p 136 346 40.85793927157874
p 88 167 63.28309121711374
p 175 283 26.783414755922102
p 29 382 60.45428631323345
p 36 52 69.01589714720889
p 82 318 96.08361007248126
p 234 256 81.36281839233207
p 340 342 5.026133840259093
p 117 230 86.11626915296024
p 214 291 65.6480020280687
p 21 79 33.258190868703984
p 52 127 96.16638604600497
p 77 387 23.571272273142135
p 311 317 32.889099056247105
p 218 371 99.84957247513388
p 152 225 67.22826529478176
p 13 144 7.185856060995314
p 19 313 58.17442772147666
p 4 183 4.462498304174629
p 163 265 31.33145539882533
p 93 394 27.94768194715653
p 50 77 55.044701255217
p 123 153 14.34206048397633
p 8 126 24.640106533162193
p 8 386 25.5372018204778
p 317 329 89.3429153458675
p 13 55 40.78620703396176
p 196 383 88.65006942353946
p 249 398 75.13097005076827
p 120 360 52.957481236284984
p 144 349 78.90226876970448
p 215 302 58.32213609089518
p 120 195 88.29064897066385
p 254 390 61.3987537231477
p 26 260 55.824458151979265
p 174 366 16.956750572570463
p 102 136 42.93093736200913
p 51 68 72.98901865358535
p 84 185 85.69872037721215
p 118 156 95.3132773856811
p 111 261 43.690759436155425
p 132 245 13.129495963446542
p 156 363 37.03620178530339
p 77 230 15.106038928210728
p 161 290 59.949263239040846
p 120 210 14.269265025958969
p 347 390 59.01001769882649
p 42 226 49.22310422514406
p 227 370 13.125622188255987
p 241 245 77.35466619351456
p 43 206 13.373370357462923
p 153 324 43.53235656617054
p 144 298 65.66837931440833
p 77 83 91.58585389758305
p 48 339 17.221517796564292
p 142 255 24.75826511981022
p 120 219 14.917667439565728
p 336 354 31.431741756312963
p 256 280 73.04211469056382
p 189 391 14.134268058443068
p 33 236 46.9332101722534
p 67 232 76.80113896946935
p 101 315 6.517757537476345
p 332 367 41.45422641039381
p 94 219 82.30776359663389
p 78 344 51.97706741820281
p 79 212 33.138686566823225
p 43 367 69.75422682835722
p 113 375 53.288672521271955
p 38 85 54.44409478879094
p 172 350 26.252617646358065
p 23 252 4.00276287670497
p 84 226 49.140205223266605
p 172 260 36.83625561980111
p 62 143 65.52554666160437
p 176 200 8.695250395151465
p 51 246 37.96701295209286
p 179 385 33.793489033471374
p 84 183 36.35129558448837
p 2 117 57.81512136407531
p 155 198 81.90167245159434
p 100 198 50.16466761019638
p 11 234 42.21911302783656
p 86 222 93.79937127261931
p 7 57 21.426833214161967
p 242 333 88.88432332850267
p 93 185 23.747332986400302
p 99 366 5.0805213183068405
p 242 248 94.82904734065116
p 50 255 40.04435686523173
p 229 232 22.78372150957883
p 96 213 37.89664002251307
p 19 204 76.92389214409386
p 145 383 24.55977415656506
p 10 388 65.93528166877684
p 127 143 90.49059957353907
p 108 313 89.36723353515887
p 48 219 94.00569691344185
p 131 320 40.0794134182568
p 111 279 62.26374031352922
p 120 140 74.7404557951933
p 295 324 50.18855911036063
p 19 24 41.23114041901783
p 32 127 94.7131107255444
p 45 162 5.732512298692325
p 133 376 81.6390315425712
p 15 31 73.47937035903361
p 6 98 70.54792210471196
p 139 297 28.47381193099394
p 144 325 88.59054263341136
p 313 332 2.9988006218749383
p 211 257 23.41656834940367
p 65 334 30.104920093054794
p 74 331 53.65820658747939
p 188 209 65.45141425600087
p 1 56 71.39675089595374
p 179 350 66.19128606427005
p 109 320 68.78631128261188
p 125 333 21.27511591958931
p 77 226 29.324881455026716
p 57 69 43.31583334035604
p 71 176 67.59660383703576
p 19 398 29.292247463152297
p 104 325 51.563655821889064
p 15 144 53.17531341065092
p 47 387 52.223248933341495
p 95 226 51.678014639670224
p 21 146 99.16694493486611
p 20 100 33.110875298051766
p 17 248 25.706232123623074
p 69 297 5.537458675154886
p 207 209 44.64505703634822
p 47 358 74.0686591381935
p 230 313 98.446310903091
p 293 307 68.67205580096
p 141 298 90.58928188672307
p 280 395 88.84738389662442
p 334 361 60.83667295931761
p 116 316 67.96276186494104
p 193 384 6.947286643033716
p 116 214 18.343300260001115
p 284 346 69.3136383488067
p 194 378 38.52358410489407
p 169 264 42.26879306852792
p 211 324 96.98722917582907
p 20 184 62.21936279314378
p 266 342 86.28154126294497
p 61 258 83.31717293164968
p 17 106 10.817215103880809
p 176 291 78.94348944345748
p 193 230 8.512057372697349
p 108 132 55.80370713566105
p 58 91 80.12679837644333
p 21 227 64.58590387084081
p 102 158 29.005204118765292
p 30 148 60.185161635805194
p 141 209 31.74755947594088
p 16 215 51.26929164086814
p 30 273 64.10270259675758
p 189 262 67.65834597810894
p 179 348 72.29008681239985
p 212 387 95.81166505921136
p 27 106 75.26033420870007
p 86 250 32.7592970900939
p 104 372 68.04894524219199
p 256 372 96.40850707558837
p 44 276 92.25303543666517
p 30 54 83.996154985484
p 69 143 15.8503202050597
p 4 172 99.26984233043484
p 32 123 1.967745472878836
p 96 249 33.378843014850865
p 179 304 85.40316848627006
p 107 198 16.15338300709122
p 8 82 10.44913557070195
p 178 294 78.71810003551848
p 301 305 74.064391030824
p 41 233 65.99290337698812
p 41 376 69.42286658703505
p 197 359 73.72373609893921
p 246 264 88.81737166868642
p 95 283 10.710398256861088
p 50 301 7.732202245322634
p 9 189 77.52286810974726
p 135 363 50.04927186633533
p 268 343 60.40871035141895
p 207 281 15.089611680826328
p 7 20 93.60654027556706
p 158 250 57.835627538023346
p 107 234 22.95614405729237
p 200 342 94.2594562828041
p 42 230 87.97241858761261
p 214 309 54.61987745820436
p 196 273 74.90570458057692
p 231 363 25.32769055867464
p 92 152 4.482088044622783
p 256 347 50.567583700477336
p 174 319 25.277830750063938
p 74 328 1.239029915767817
p 87 375 32.379504475746465
p 161 264 81.90838602378454
p 42 127 95.37315706414182
p 49 307 28.31684603634814
p 122 371 92.53186116840047
p 95 263 84.55902667304896
p 14 130 56.158962114462625
p 167 218 77.22070603036833
p 39 267 72.4611814083531
p 11 358 76.58982053837208
p 67 106 8.947379562331996
p 98 203 97.12548724554371
p 99 221 39.5340256723137
p 135 351 64.64790756687691
p 185 294 50.42342146683121
p 77 328 84.7612575595593
p 150 395 16.811048492116633
p 182 250 89.72313628412735
p 43 318 55.96946142721835
p 210 348 99.6682707986404
p 16 172 30.469497356662803
p 21 106 91.77954442485031
p 199 359 91.67280224963244
p 44 299 42.96142241933611
p 227 300 63.17895298219204
p 307 344 44.448576339287634
p 90 97 57.20257853900666
p 43 171 57.59000309707199
p 270 360 96.03385064477129
p 89 361 69.53018971153752
p 8 325 31.899733954216135
p 256 325 51.11765550384964
p 26 68 59.871741977676756
p 31 138 8.099721094350294
p 108 209 29.466880610444516
p 213 259 65.72706683581956
p 59 303 83.54852920847759
p 23 56 6.847541466216122
p 95 323 20.64618499657617
p 232 250 27.765840877211996
p 251 272 99.57324964975379
p 233 320 14.394176432949731
p 277 385 86.1997403026168
p 67 387 25.7910003294832
p 120 204 43.82838256403376
p 120 352 82.64921927218319
p 1 301 8.994772067341632
p 10 121 18.323976725842467
p 34 247 52.20431318941755
p 258 315 42.2769353064156
p 265 327 66.3041454532291
p 116 181 26.143205263380764
p 136 334 62.51836123063735
p 39 298 92.54136136735093
p 112 174 39.24731623042531
p 1 393 63.20959230733844
p 8 148 87.06432307282797
p 166 260 3.5918567955681118
p 27 81 39.82136559496987
p 217 358 33.339768864467686
p 131 168 21.11444005356267
p 66 209 2.6845868540954
p 157 293 5.521558418841344
p 165 277 79.62901155028989
p 49 137 64.84026598034652
p 7 32 14.187347113114633
p 138 247 64.0261433479809
p 47 59 77.81040350020416
p 236 382 47.85199589370708
p 43 323 1.1276378090936565
p 150 280 41.87364312103831
p 93 349 42.187230729799296
p 77 337 47.0203892614426
p 32 361 49.401919129694335
p 96 373 2.289291815294248
p 236 313 69.35708438774881
p 348 371 2.351048329120829
p 108 154 57.95902901297926
p 108 243 58.30796239940381
p 128 305 66.82484118177838
p 62 194 63.81118739478557
p 155 193 57.58115869581644
p 372 382 22.92108952044187
p 68 182 54.718681687039215
p 35 384 74.21120683553306
p 138 269 89.25770070394026
p 274 355 17.886516193477185
p 60 327 53.00169168322211
p 15 79 33.25612267172764
p 57 252 15.354990213459862
p 2 335 76.29149485232388
p 146 303 31.126226022953503
p 58 66 44.283427607063565
p 42 292 47.29623710542972
p 216 221 90.13649326901684
p 345 388 82.27278233281672
p 73 174 29.96347574743891
p 203 375 44.681757601392036
p 208 352 26.251733453655163
p 5 135 78.09154780661306
p 20 66 74.92356763441484
p 156 307 59.323297017246446
p 11 330 47.21010969216
p 12 383 67.39736378141096
p 261 274 55.92173063564559
p 58 187 46.68051680692066
p 4 117 43.880990933677545
p 62 346 25.399197809042917
p 7 232 75.34467285508518
p 75 328 32.588230990788645
p 190 298 46.21991913133553
p 33 318 85.67176287278684
p 276 312 27.40577201233263
p 54 370 60.82893831773019
p 167 281 81.28164585974935
p 109 242 63.20454998229329
p 357 380 53.768832298000675
p 178 229 68.24912930189217
p 240 374 41.167260065890616
p 181 275 97.0718433361063
p 284 330 98.82479822541116
p 133 351 70.41974526325896
p 15 59 55.53107158257447
p 69 355 81.83897103052485
p 178 320 78.46841789234487
p 117 199 97.21071100713087
p 55 198 10.34369547447827
p 243 382 80.89928655048946
p 193 355 15.539427196858735
p 351 397 50.15558969334913
p 98 237 60.05484383923984
p 319 391 56.33103135987702
p 30 119 8.145644653711933
p 8 111 79.4714188274872
p 4 152 36.439121170254126
p 132 287 84.88071544745517
p 95 96 50.0098526319547
p 115 308 79.47953472111962
p 3 160 78.25973302542435
p 191 386 72.20300845820995
p 239 347 10.431246514316124
p 281 292 95.2950969303951
p 43 148 31.779912017879724
p 54 161 90.5669219188894
p 80 267 85.31523736780787
p 83 204 7.307708549557869
p 345 386 79.38438254956347
p 265 354 62.78385505459622
p 226 237 49.3302381141351
p 138 222 24.631092667147474
p 24 133 15.260908031103618
p 120 324 45.66139230031042
p 133 396 18.807551083935717
p 235 385 91.10507991104285
p 135 366 5.898196365259752
p 27 56 89.42690892623365
p 91 125 42.34013032583958
p 167 169 86.08691674356533
p 113 260 41.66300116186012
p 198 374 4.326090023594721
p 225 229 15.111653745436866
p 268 290 97.08410330510556
p 11 145 85.1450298773075
p 174 314 70.87351403113533
p 203 351 88.37637363637526
p 12 241 60.83305999520641
p 60 89 31.809642555984855
p 258 379 75.21621748391249
p 322 340 58.34433597962544
p 270 310 84.53052205862143
p 136 197 26.363876528489737
p 97 227 57.54668718061495
p 2 352 77.21876226396485
p 114 173 70.19711863205886
p 159 197 24.811696306408955
p 141 231 24.781364598156483
p 167 322 2.3855110084363114
p 261 316 10.035224988092454
p 70 76 81.3103321148653
p 67 344 84.6176611988902
p 145 336 67.99291623962682
p 102 340 15.714328207125915
p 94 195 85.60978770988653
p 39 327 94.38833183329471
p 61 327 29.371078129642246
p 184 186 54.38692126069838
p 185 269 57.983257697972725
p 202 372 14.754272766520312
p 64 183 4.009289864648908
p 23 327 4.6918275383034755
p 78 87 60.159237035939555
p 138 144 62.84591248432534
p 189 394 36.39976107919062
p 246 309 54.55788115142632
p 36 177 9.878336141737268
p 105 255 42.15529823700443
p 119 154 54.22712304822907
p 233 244 98.38734225884531
p 8 40 76.71396848839501
p 50 138 61.398584101927675
p 160 382 70.37844867258202
p 225 256 67.88534540888361
p 181 377 60.07939732587385
p 279 343 18.81638195923889
p 187 361 32.09444070295211
p 12 228 18.53400959221387
p 46 338 86.27440445268458
p 78 248 38.24837125537369
p 82 322 97.37270618035649
p 199 326 82.8197401512727
p 159 193 47.26886088151492
p 106 374 19.571393805637456
p 57 81 65.04294490206586
p 72 102 85.62844664047553
p 146 222 89.30898918737232
p 128 242 35.82238033783942
p 4 359 14.459606543831466
p 83 332 93.05958548392941
p 154 399 50.212810478484506
p 58 267 58.74993626652465
p 74 237 92.00897616175968
p 358 384 75.14706767072117
p 131 234 44.9141870626792
p 194 196 38.29569983432421
p 34 275 70.28026168954317
p 134 304 78.93901390745627
